Date,Hour,Forecast Pool Price,Actual Posted Pool Price,Forecast AIL,Actual AIL,Forecast AIL & Actual AIL Difference
2024-01-12,9.0,999.99,946.27,11635,11673,-38
2024-01-12,10.0,999.99,989.52,11731,11752,-21
2024-01-12,11.0,999.99,960.76,11789,11878,-89
2024-01-12,12.0,999.99,855.51,11905,11911,-6
2024-01-12,13.0,746.88,815.67,11805,11778,27
2024-01-12,14.0,722.05,740.19,11723,11712,11
2024-01-12,15.0,617.89,640.88,11677,11755,-78
2024-01-12,16.0,580.55,745.24,11794,11780,14
2024-01-12,17.0,999.83,988.47,11857,11882,-25
2024-01-12,18.0,999.99,999.99,12056,12091,-35
2024-01-12,19.0,999.99,999.99,11992,11939,53
2024-01-12,20.0,999.99,999.99,11820,11803,17
2024-01-12,21.0,999.99,999.99,11702,11666,36
2024-01-12,22.0,999.99,927.1,11539,11484,55
2024-01-12,23.0,203.45,189.57,11293,11304,-11
2024-01-12,24.0,288.53,202.18,11145,11100,45
2024-01-13,1.0,376.84,271.6,10960,10936,24
2024-01-13,2.0,972.96,475.83,10873,10616,257
2024-01-13,3.0,228.07,240.63,10527,10555,-28
2024-01-13,4.0,242.28,242.84,10558,10534,24
2024-01-13,5.0,246.61,360.46,10542,10546,-4
2024-01-13,6.0,698.35,656.56,10575,10527,48
2024-01-13,7.0,614.16,635.36,10572,10624,-52
2024-01-13,8.0,276.55,268.82,10833,10830,3
2024-01-13,9.0,666.53,722.05,11022,11059,-37
2024-01-13,10.0,999.99,765.22,11188,11158,30
2024-01-13,11.0,659.84,601.21,11284,11255,29
2024-01-13,12.0,580.62,642.82,11314,11299,15
2024-01-13,13.0,589.98,695.51,11319,11331,-12
2024-01-13,14.0,742.27,670.89,11323,11280,43
2024-01-13,15.0,236.67,590.92,11250,11331,-81
2024-01-13,16.0,665.94,898.0,11383,11391,-8
2024-01-13,17.0,999.99,999.99,11558,11525,33
2024-01-13,18.0,999.99,999.99,11803,11802,1
2024-01-13,19.0,999.99,999.99,11727,11666,61
2024-01-13,20.0,999.99,999.99,11427,11268,159
2024-01-13,21.0,999.99,931.28,11142,10930,212
2024-01-13,22.0,740.33,754.14,10847,10791,56
2024-01-13,23.0,773.46,735.21,10714,10674,40
2024-01-13,24.0,167.04,360.99,10570,10549,21
2024-01-14,1.0,152.13,206.28,10462,10481,-19
2024-01-14,2.0,136.01,162.3,10423,10449,-26
2024-01-14,3.0,237.88,233.57,10410,10394,16
2024-01-14,4.0,410.32,400.53,10366,10313,53
2024-01-14,5.0,410.32,470.22,10296,10280,16
2024-01-14,6.0,565.25,591.86,10301,10380,-79
2024-01-14,7.0,490.38,827.08,10437,10467,-30
2024-01-14,8.0,702.33,818.33,10615,10656,-41
2024-01-14,9.0,972.53,976.52,10811,10803,8
2024-01-14,10.0,999.99,852.82,10895,10923,-28
2024-01-14,11.0,806.24,812.72,11038,11070,-32
2024-01-14,12.0,676.56,835.23,11087,11092,-5
2024-01-14,13.0,763.41,665.87,11109,11104,5
2024-01-14,14.0,610.12,551.53,11126,11090,36
2024-01-14,15.0,551.07,584.39,11093,11068,25
2024-01-14,16.0,999.99,983.36,11089,11093,-4
2024-01-14,17.0,999.99,999.99,11250,11333,-83
2024-01-14,18.0,999.99,999.99,11619,11669,-50
2024-01-14,19.0,828.13,999.99,11581,11561,20
2024-01-14,20.0,999.99,999.99,11443,11447,-4
2024-01-14,21.0,940.24,999.99,11328,11326,2
2024-01-14,22.0,999.99,999.99,11223,11156,67
2024-01-14,23.0,889.38,757.83,11023,10908,115
2024-01-14,24.0,230.19,240.58,10715,10711,4
2024-01-15,1.0,100.07,181.59,10579,10559,20
2024-01-15,2.0,610.74,400.51,10480,10427,53
2024-01-15,3.0,439.52,414.98,10396,10358,38
2024-01-15,4.0,411.13,415.41,10356,10368,-12
2024-01-15,5.0,564.31,602.61,10428,10434,-6
2024-01-15,6.0,999.99,941.11,10556,10570,-14
2024-01-15,7.0,999.99,999.99,10800,10888,-88
2024-01-15,8.0,999.99,999.99,11228,11246,-18
2024-01-15,9.0,999.99,999.99,11399,11392,7
2024-01-15,10.0,999.99,337.67,11407,11453,-46
2024-01-15,11.0,102.83,79.83,11543,11521,22
2024-01-15,12.0,103.91,82.49,11526,11539,-13
2024-01-15,13.0,112.53,281.78,11481,11503,-22
2024-01-15,14.0,477.68,268.39,11444,11438,6
2024-01-15,15.0,43.12,59.94,11400,11396,4
2024-01-15,16.0,130.83,82.57,11416,11408,8
2024-01-15,17.0,682.67,416.81,11529,11552,-23
2024-01-15,18.0,489.05,597.71,11778,11742,36
2024-01-15,19.0,574.63,208.6,11597,11604,-7
2024-01-15,20.0,97.89,101.31,11505,11512,-7
2024-01-15,21.0,39.13,52.87,11378,11316,62
2024-01-15,22.0,83.32,55.4,11078,11069,9
2024-01-15,23.0,39.24,41.97,10846,10789,57
2024-01-15,24.0,60.28,55.0,10576,10511,65
2024-01-16,1.0,30.96,41.01,10387,10356,31
2024-01-16,2.0,42.43,48.93,10260,10241,19
2024-01-16,3.0,40.29,45.87,10171,10201,-30
2024-01-16,4.0,32.71,40.25,10186,10212,-26
2024-01-16,5.0,37.33,40.05,10232,10220,12
2024-01-16,6.0,35.35,40.56,10322,10367,-45
2024-01-16,7.0,52.46,97.94,10656,10768,-112
2024-01-16,8.0,97.45,408.28,11123,11119,4
2024-01-16,9.0,193.74,427.32,11201,11128,73
2024-01-16,10.0,97.25,86.47,11124,11181,-57
2024-01-16,11.0,53.77,60.21,11257,11319,-62
2024-01-16,12.0,136.56,105.95,11350,11348,2
2024-01-16,13.0,97.71,123.82,11342,11270,72
2024-01-16,14.0,41.78,57.16,11247,11297,-50
2024-01-16,15.0,505.36,90.49,11286,11258,28
2024-01-16,16.0,81.36,97.25,11261,11218,43
2024-01-16,17.0,70.18,70.05,11358,11420,-62
2024-01-16,18.0,151.97,303.71,11649,11659,-10
2024-01-16,19.0,58.74,70.96,11525,11532,-7
2024-01-16,20.0,138.09,96.95,11414,11399,15
2024-01-16,21.0,79.55,84.39,11263,11254,9
2024-01-16,22.0,85.71,95.42,11055,11058,-3
2024-01-16,23.0,68.84,63.44,10841,10801,40
2024-01-16,24.0,45.17,54.26,10574,10556,18
2024-01-17,1.0,47.64,53.66,10414,10393,21
2024-01-17,2.0,49.63,57.33,10320,10303,17
2024-01-17,3.0,46.89,53.81,10227,10233,-6
2024-01-17,4.0,45.91,53.56,10236,10295,-59
2024-01-17,5.0,72.05,97.04,10344,10354,-10
2024-01-17,6.0,109.61,109.29,10454,10491,-37
2024-01-17,7.0,84.71,108.45,10824,10874,-50
2024-01-17,8.0,84.99,100.45,11236,11307,-71
2024-01-17,9.0,127.91,124.68,11454,11444,10
2024-01-17,10.0,385.82,190.57,11439,11406,33
2024-01-17,11.0,537.72,408.81,11438,11382,56
2024-01-17,12.0,300.34,338.54,11350,11297,53
2024-01-17,13.0,100.83,223.53,11275,11226,49
2024-01-17,14.0,460.77,400.2,11241,11249,-8
2024-01-17,15.0,450.22,400.18,11253,11246,7
2024-01-17,16.0,398.9,449.39,11275,11310,-35
2024-01-17,17.0,514.97,479.72,11435,11504,-69
2024-01-17,18.0,476.41,473.02,11716,11736,-20
2024-01-17,19.0,373.46,325.9,11648,11705,-57
2024-01-17,20.0,281.92,136.96,11627,11650,-23
2024-01-17,21.0,121.56,104.68,11523,11513,10
2024-01-17,22.0,66.44,68.65,11318,11376,-58
2024-01-17,23.0,86.84,87.89,11145,11187,-42
2024-01-17,24.0,66.12,63.53,10969,10833,136
2024-01-18,1.0,329.35,127.24,10628,10588,40
2024-01-18,2.0,74.52,133.67,10492,10526,-34
2024-01-18,3.0,176.77,177.66,10472,10462,10
2024-01-18,4.0,70.37,73.32,10454,10483,-29
2024-01-18,5.0,41.06,45.54,10516,10554,-38
2024-01-18,6.0,46.35,46.31,10680,10758,-78
2024-01-18,7.0,44.9,47.51,11081,11158,-77
2024-01-18,8.0,62.79,91.4,11557,11593,-36
2024-01-18,9.0,67.3,70.37,11733,11741,-8
2024-01-18,10.0,66.36,65.53,11740,11749,-9
2024-01-18,11.0,119.99,70.37,11798,11779,19
2024-01-18,12.0,90.41,80.59,11770,11745,25
2024-01-18,13.0,55.0,59.95,11690,11644,46
2024-01-18,14.0,59.42,60.74,11591,11631,-40
2024-01-18,15.0,59.99,58.89,11619,11573,46
2024-01-18,16.0,63.34,64.42,11629,11689,-60
2024-01-18,17.0,84.66,215.23,11829,11802,27
2024-01-18,18.0,149.08,189.34,11978,12044,-66
2024-01-18,19.0,71.91,93.06,11952,11996,-44
2024-01-18,20.0,74.07,64.68,11851,11918,-67
2024-01-18,21.0,73.44,111.85,11824,11818,6
2024-01-18,22.0,280.93,199.93,11621,11547,74
2024-01-18,23.0,457.74,166.62,11294,11256,38
2024-01-18,24.0,199.13,228.53,11032,10969,63
2024-01-19,1.0,112.32,94.97,10809,10774,35
2024-01-19,2.0,248.29,134.64,10717,10702,15
2024-01-19,3.0,95.33,105.53,10669,10680,-11
2024-01-19,4.0,123.45,164.33,10668,10700,-32
2024-01-19,5.0,173.74,175.42,10719,10722,-3
2024-01-19,6.0,216.27,232.06,10838,10907,-69
2024-01-19,7.0,275.77,192.44,11165,11113,52
2024-01-19,8.0,340.6,156.34,11467,11579,-112
2024-01-19,9.0,464.15,149.77,11743,11754,-11
2024-01-19,10.0,128.88,72.7,11775,11811,-36
2024-01-19,11.0,67.14,62.66,11843,11899,-56
2024-01-19,12.0,52.27,57.64,11845,11876,-31
2024-01-19,13.0,63.7,63.91,11814,11775,39
2024-01-19,14.0,72.23,68.25,11700,11703,-3
2024-01-19,15.0,63.11,87.76,11672,11717,-45
2024-01-19,16.0,65.66,72.76,11709,11744,-35
2024-01-19,17.0,62.36,55.55,11830,11822,8
2024-01-19,18.0,61.83,62.15,12009,12016,-7
2024-01-19,19.0,69.43,63.6,11916,11937,-21
2024-01-19,20.0,59.93,61.12,11799,11779,20
2024-01-19,21.0,53.88,58.44,11652,11616,36
2024-01-19,22.0,53.88,53.29,11417,11405,12
2024-01-19,23.0,48.41,55.1,11173,11094,79
2024-01-19,24.0,94.85,75.25,10832,10833,-1
2024-01-20,1.0,59.03,65.62,10636,10626,10
2024-01-20,2.0,59.72,65.72,10514,10497,17
2024-01-20,3.0,60.5,70.18,10414,10414,0
2024-01-20,4.0,60.19,103.75,10362,10345,17
2024-01-20,5.0,63.45,121.4,10312,10313,-1
2024-01-20,6.0,76.5,101.0,10336,10400,-64
2024-01-20,7.0,54.95,64.97,10501,10551,-50
2024-01-20,8.0,54.88,55.54,10759,10786,-27
2024-01-20,9.0,59.82,59.4,10967,10993,-26
2024-01-20,10.0,150.22,57.88,11097,11054,43
2024-01-20,11.0,57.15,53.49,11137,11142,-5
2024-01-20,12.0,58.78,60.71,11157,11166,-9
2024-01-20,13.0,113.71,80.8,11156,11058,98
2024-01-20,14.0,96.08,80.8,11009,11009,0
2024-01-20,15.0,60.12,80.8,10973,11013,-40
2024-01-20,16.0,60.12,77.69,11068,11080,-12
2024-01-20,17.0,209.97,273.16,11244,11123,121
2024-01-20,18.0,654.94,581.15,11350,11269,81
2024-01-20,19.0,536.21,524.34,11208,11143,65
2024-01-20,20.0,198.68,248.44,11030,11029,1
2024-01-20,21.0,225.86,171.46,10925,10966,-41
2024-01-20,22.0,165.06,186.63,10839,10887,-48
2024-01-20,23.0,221.85,186.63,10709,10717,-8
2024-01-20,24.0,195.59,198.98,10534,10519,15
2024-01-21,1.0,191.83,123.12,10383,10356,27
2024-01-21,2.0,103.79,121.52,10259,10265,-6
2024-01-21,3.0,81.67,101.52,10195,10222,-27
2024-01-21,4.0,94.95,95.84,10197,10266,-69
2024-01-21,5.0,98.29,94.62,10243,10278,-35
2024-01-21,6.0,66.89,84.73,10302,10339,-37
2024-01-21,7.0,118.21,114.98,10414,10398,16
2024-01-21,8.0,65.21,91.51,10538,10559,-21
2024-01-21,9.0,298.98,200.97,10736,10695,41
2024-01-21,10.0,475.32,176.3,10767,10786,-19
2024-01-21,11.0,76.62,86.45,10869,10878,-9
2024-01-21,12.0,49.38,61.36,10937,10949,-12
2024-01-21,13.0,87.92,70.75,11015,11042,-27
2024-01-21,14.0,95.76,95.76,11048,11071,-23
2024-01-21,15.0,99.67,106.64,11057,11031,26
2024-01-21,16.0,110.11,101.8,11076,11022,54
2024-01-21,17.0,70.12,99.49,11227,11266,-39
2024-01-21,18.0,408.51,266.6,11548,11446,102
2024-01-21,19.0,165.35,130.46,11391,11402,-11
2024-01-21,20.0,90.92,95.76,11309,11353,-44
2024-01-21,21.0,92.64,95.07,11232,11305,-73
2024-01-21,22.0,316.34,179.16,11141,11061,80
2024-01-21,23.0,225.91,127.66,10826,10796,30
